Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1919,57,Male,Sunglasses,Clothing,92,Minnesota,L,Yellow,Summer,3.0,No,Express,No,No,32,Credit Card,Fortnightly
1920,48,Male,Wallet,Accessories,34,Utah,XL,Black,Summer,4.5,Yes,Standard,No,No,15,Debit Card,Quarterly
1921,51,Female,Gloves,Outerwear,35,Tennessee,L,Lavender,Spring,2.6,No,Express,No,No,13,Cash,Annually
1922,41,Male,Jacket,Accessories,96,Missouri,S,Gold,Fall,3.2,Yes,Express,Yes,Yes,47,Apple Pay,Quarterly
1923,62,Male,Blouse,Footwear,72,Alabama,XL,Beige,Winter,4.1,No,Next Day Air,Yes,Yes,3,Cash,Quarterly
1924,52,Female,Shorts,Outerwear,75,West Virginia,XL,White,Winter,4.4,No,Express,Yes,Yes,25,PayPal,Monthly
1925,65,Male,Watch,Clothing,26,Iowa,L,Blue,Spring,2.5,No,Express,Yes,Yes,49,Venmo,Weekly
1926,23,Male,Dress,Clothing,76,New York,XL,Purple,Spring,3.3,No,Standard,No,No,32,Cash,Annually
1927,36,Male,Heels,Clothing,74,Indiana,S,Teal,Fall,3.0,Yes,Express,No,No,16,PayPal,Monthly
1928,47,Female,Scarf,Clothing,71,South Dakota,S,Navy,Winter,5.0,No,Express,No,No,1,PayPal,Every 3 Months
1929,24,Male,Shirt,Accessories,23,Massachusetts,M,Olive,Spring,4.2,No,Next Day Air,No,No,46,Debit Card,Weekly
1930,27,Male,Sweater,Clothing,62,Washington,S,Silver,Fall,3.5,No,Free Shipping,No,No,3,Debit Card,Annually
1931,58,Male,Shorts,Footwear,59,Connecticut,M,Black,Fall,2.7,No,Standard,Yes,Yes,20,PayPal,Monthly
1932,49,Male,Blouse,Footwear,49,Oklahoma,XL,White,Spring,4.0,No,Express,Yes,Yes,28,Apple Pay,Bi-Weekly
1933,51,Male,Backpack,Footwear,29,Massachusetts,M,Turquoise,Winter,4.1,No,Free Shipping,No,No,22,Credit Card,Fortnightly
1934,45,Male,Shorts,Footwear,26,Wyoming,L,Olive,Summer,4.5,No,Next Day Air,Yes,Yes,36,Apple Pay,Quarterly
1935,32,Male,Coat,Clothing,55,South Carolina,M,Yellow,Fall,3.2,No,Standard,Yes,Yes,41,PayPal,Bi-Weekly
1936,47,Female,Sweater,Footwear,54,Idaho,L,Black,Summer,5.0,No,Ground,No,No,1,Debit Card,Fortnightly
1937,54,Female,Blouse,Clothing,58,Iowa,XL,Mint,Fall,3.6,No,Next Day Air,No,No,14,Cash,Annually
1938,46,Male,Shirt,Accessories,55,Iowa,M,Silver,Winter,3.2,No,Free Shipping,No,No,45,Credit Card,Bi-Weekly
1939,39,Female,Jacket,Outerwear,39,Kentucky,S,Pink,Summer,3.4,Yes,Standard,No,No,15,Venmo,Bi-Weekly
1940,21,Male,Belt,Accessories,68,North Dakota,L,Blue,Spring,3.8,Yes,Express,No,No,32,Apple Pay,Monthly
1941,37,Male,Blouse,Clothing,78,Utah,XL,Gray,Fall,4.8,No,Free Shipping,Yes,Yes,18,Cash,Monthly
1942,49,Male,Blouse,Clothing,68,Ohio,S,Coral,Spring,4.3,No,Next Day Air,No,No,48,Debit Card,Monthly
1943,53,Female,Dress,Clothing,45,Rhode Island,L,Teal,Spring,3.9,No,Standard,Yes,Yes,38,Cash,Quarterly
1944,67,Female,Scarf,Clothing,55,Pennsylvania,XL,Teal,Winter,2.9,No,Free Shipping,No,No,22,Cash,Monthly
1945,21,Male,Handbag,Clothing,62,Indiana,XL,Gray,Spring,2.9,No,Ground,No,No,16,Debit Card,Weekly
1946,44,Female,Gloves,Footwear,62,California,S,Gold,Fall,3.8,Yes,Free Shipping,Yes,Yes,11,Cash,Weekly
1947,34,Male,Boots,Clothing,95,New Jersey,XL,Maroon,Spring,4.3,Yes,Next Day Air,No,No,7,PayPal,Weekly
1948,29,Female,Tie,Footwear,52,Arkansas,M,Green,Spring,4.4,No,Next Day Air,Yes,Yes,9,Apple Pay,Bi-Weekly
1949,39,Female,Wallet,Accessories,97,Iowa,XL,Mint,Fall,3.1,No,Express,No,No,1,Credit Card,Fortnightly
1950,34,Male,Tie,Footwear,64,Rhode Island,L,Yellow,Spring,2.8,No,Express,Yes,Yes,42,Apple Pay,Annually
1951,27,Female,Sunglasses,Clothing,64,Ohio,L,Purple,Winter,3.5,Yes,Free Shipping,No,No,8,Debit Card,Fortnightly
1952,18,Male,Scarf,Clothing,34,Vermont,L,White,Fall,4.8,Yes,Next Day Air,No,No,11,Credit Card,Bi-Weekly
1953,39,Male,T-Shirt,Footwear,36,Georgia,M,Olive,Winter,3.9,No,Free Shipping,Yes,Yes,5,PayPal,Fortnightly
1954,43,Male,Sandals,Clothing,31,Alaska,S,Peach,Spring,3.3,No,2-Day Shipping,Yes,Yes,29,Debit Card,Quarterly
1955,35,Male,Blouse,Footwear,41,Utah,M,Navy,Summer,3.3,No,Ground,No,No,6,PayPal,Bi-Weekly
1956,67,Female,T-Shirt,Clothing,42,Mississippi,M,Gray,Winter,2.8,No,Next Day Air,Yes,Yes,12,Venmo,Fortnightly
1957,31,Male,Skirt,Accessories,97,Nevada,M,Purple,Winter,3.7,No,2-Day Shipping,Yes,Yes,43,Venmo,Quarterly
1958,64,Male,Jeans,Outerwear,31,Michigan,XL,Charcoal,Spring,4.5,No,2-Day Shipping,No,No,39,Venmo,Every 3 Months
1959,46,Female,Hat,Footwear,87,Utah,S,Navy,Summer,4.9,No,Next Day Air,No,No,7,Credit Card,Weekly
1960,29,Female,Skirt,Clothing,70,New York,XL,Turquoise,Fall,3.8,No,Express,No,No,44,Apple Pay,Weekly
1961,53,Male,T-Shirt,Clothing,32,New Mexico,M,Charcoal,Summer,2.9,No,Free Shipping,No,No,12,Apple Pay,Fortnightly
1962,52,Female,Hat,Outerwear,76,Maine,L,Gray,Fall,4.2,No,Standard,No,No,33,Venmo,Fortnightly
1963,69,Male,Handbag,Footwear,74,Massachusetts,M,Black,Spring,4.4,No,Standard,Yes,Yes,19,Venmo,Every 3 Months
1964,29,Female,Wallet,Clothing,47,Arizona,S,Turquoise,Summer,2.7,No,Ground,Yes,Yes,36,PayPal,Weekly
1965,24,Male,Sunglasses,Clothing,63,Colorado,L,Black,Spring,4.6,Yes,Next Day Air,No,No,19,Cash,Every 3 Months
1966,46,Male,Loafers,Clothing,38,New York,S,Black,Winter,4.6,No,Express,No,No,21,Cash,Monthly
1967,28,Male,Jeans,Outerwear,65,Alaska,M,Lavender,Summer,3.7,No,Express,Yes,Yes,19,Apple Pay,Weekly
1968,50,Male,Sweater,Clothing,22,Mississippi,S,Yellow,Fall,3.9,No,Express,No,No,43,Apple Pay,Every 3 Months
1969,23,Male,Blouse,Footwear,39,Vermont,XL,Mint,Winter,4.3,No,Standard,No,No,9,Venmo,Monthly
1970,64,Male,Sunglasses,Footwear,44,Nebraska,L,Navy,Fall,4.2,No,2-Day Shipping,Yes,Yes,45,Apple Pay,Weekly
1971,32,Male,Wallet,Footwear,94,Florida,S,Teal,Winter,2.5,No,Ground,Yes,Yes,22,Cash,Annually
1972,49,Female,Skirt,Accessories,75,Illinois,L,Olive,Fall,2.8,Yes,Standard,Yes,Yes,19,Venmo,Quarterly
1973,68,Male,Boots,Accessories,100,Indiana,L,Charcoal,Fall,2.9,No,Express,Yes,Yes,37,Venmo,Quarterly
1974,28,Male,Sweater,Footwear,80,Hawaii,M,Coral,Spring,4.4,Yes,Standard,Yes,Yes,11,Credit Card,Annually
1975,40,Male,Jacket,Clothing,74,Indiana,M,Orange,Winter,3.6,No,Standard,No,No,25,Debit Card,Monthly
1976,43,Male,Handbag,Clothing,54,Kansas,L,Purple,Spring,3.9,No,Ground,No,No,35,Cash,Fortnightly
1977,51,Female,Gloves,Footwear,97,Georgia,S,Yellow,Spring,,No,Free Shipping,Yes,Yes,5,Venmo,Fortnightly
1978,63,Female,Hat,Footwear,78,Maryland,L,Black,Spring,3.4,No,Next Day Air,No,No,45,Cash,Quarterly
1979,51,Male,Backpack,Footwear,58,Kansas,M,Mint,Spring,4.4,Yes,2-Day Shipping,No,No,31,Credit Card,Fortnightly
1980,46,Male,Heels,Clothing,76,North Dakota,S,Orange,Fall,3.6,Yes,Free Shipping,No,No,14,Credit Card,Monthly
1981,21,Female,Belt,Footwear,86,Kansas,L,Purple,Spring,3.4,No,Next Day Air,No,No,13,Venmo,Every 3 Months
1982,34,Male,Sneakers,Clothing,53,Indiana,M,Turquoise,Spring,3.3,No,Express,No,No,34,Cash,Fortnightly
1983,52,Female,Blouse,Outerwear,60,Nevada,L,Red,Spring,4.9,No,Ground,No,No,34,Cash,Weekly
1984,30,Male,Gloves,Clothing,41,Louisiana,L,Lavender,Fall,4.4,No,Ground,No,No,18,Cash,Annually
1985,58,Female,Jacket,Outerwear,46,Montana,L,Maroon,Winter,2.6,No,Free Shipping,Yes,Yes,6,Credit Card,Quarterly
1986,56,Male,Scarf,Clothing,40,Pennsylvania,S,Brown,Fall,4.9,No,Next Day Air,Yes,Yes,42,PayPal,Every 3 Months
1987,32,Male,Dress,Clothing,60,Connecticut,M,Gold,Fall,4.4,No,Ground,Yes,Yes,21,PayPal,Fortnightly
1988,46,Female,T-Shirt,Outerwear,50,Vermont,M,Brown,Fall,2.9,No,Free Shipping,No,No,40,Cash,Every 3 Months
1989,46,Male,Shorts,Clothing,46,North Dakota,XL,Silver,Winter,2.7,No,Ground,No,No,5,Cash,Monthly
1990,28,Male,Skirt,Outerwear,56,Washington,L,Red,Spring,3.3,Yes,Standard,No,No,2,Debit Card,Fortnightly
1991,69,Male,Backpack,Footwear,85,Wisconsin,L,Green,Spring,4.1,No,Standard,Yes,Yes,6,Venmo,Every 3 Months
1992,49,Male,Backpack,Footwear,73,Vermont,XL,Turquoise,Winter,4.0,No,Free Shipping,Yes,Yes,50,Credit Card,Annually
1993,19,Male,Blouse,Clothing,28,Connecticut,L,Brown,Winter,3.2,No,Free Shipping,No,No,8,Debit Card,Weekly
1994,64,Male,Sweater,Footwear,61,North Carolina,S,Brown,Summer,3.6,No,2-Day Shipping,Yes,Yes,2,Cash,Bi-Weekly
1995,31,Male,Hat,Footwear,55,Ohio,XL,Silver,Spring,3.0,No,Express,No,No,23,Apple Pay,Quarterly
1996,37,Male,Loafers,Footwear,29,Wyoming,M,Burgundy,Fall,2.6,Yes,Standard,No,No,20,PayPal,Quarterly
1997,39,Female,Scarf,Footwear,78,Rhode Island,L,Yellow,Fall,3.8,No,Ground,Yes,Yes,4,PayPal,Monthly
1998,28,Male,T-Shirt,Clothing,59,Massachusetts,M,White,Spring,3.4,No,Free Shipping,No,No,15,Debit Card,Weekly
1999,44,Male,Skirt,Clothing,73,Wisconsin,L,Gray,Winter,3.9,No,Next Day Air,No,No,30,PayPal,Fortnightly
2000,20,Male,T-Shirt,Clothing,58,Nevada,XL,White,Summer,4.9,No,Ground,No,No,20,PayPal,Fortnightly
2001,34,Male,Coat,Clothing,26,New York,M,Lavender,Fall,2.9,No,Express,Yes,Yes,24,Apple Pay,Bi-Weekly
2002,61,Male,Watch,Clothing,23,Utah,L,Purple,Summer,2.5,No,Next Day Air,No,No,9,Venmo,Every 3 Months
2003,45,Male,Backpack,Outerwear,34,Kansas,S,Red,Fall,2.7,No,Ground,No,No,21,Cash,Bi-Weekly
2004,46,Male,Coat,Outerwear,95,Georgia,XL,Maroon,Fall,3.7,Yes,Express,Yes,Yes,38,Debit Card,Every 3 Months
2005,38,Male,Shirt,Clothing,67,Minnesota,L,Peach,Spring,4.3,No,Next Day Air,No,No,41,Apple Pay,Bi-Weekly
2006,64,Male,Scarf,Accessories,25,West Virginia,L,Beige,Fall,4.0,No,Standard,No,No,13,Credit Card,Monthly
2007,33,Male,Jeans,Footwear,92,Wyoming,L,Orange,Summer,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2008,54,Male,Tie,Accessories,54,Iowa,XL,Purple,Summer,3.4,No,Ground,Yes,Yes,46,Apple Pay,Monthly
2009,37,Male,Hat,Outerwear,91,Texas,L,Burgundy,Spring,3.3,No,Free Shipping,No,No,14,Cash,Annually
2010,23,Male,Sunglasses,Outerwear,90,Wyoming,L,Yellow,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
2011,36,Male,Wallet,Clothing,87,Colorado,M,Maroon,Summer,4.0,Yes,Ground,Yes,Yes,7,Apple Pay,Fortnightly
2012,22,Female,Shirt,Clothing,77,North Carolina,M,Gold,Winter,,No,Free Shipping,Yes,Yes,6,PayPal,Annually
2013,20,Male,Dress,Clothing,96,Rhode Island,XL,Pink,Spring,4.4,No,Ground,No,No,12,Venmo,Monthly
2014,18,Male,Watch,Outerwear,38,Idaho,XL,Lavender,Winter,3.9,Yes,Standard,Yes,Yes,46,Debit Card,Quarterly
2015,55,Male,Shorts,Clothing,81,Oklahoma,S,Navy,Summer,3.2,Yes,Express,Yes,Yes,16,Debit Card,Annually
2016,32,Male,Boots,Outerwear,90,New Mexico,L,Orange,Winter,3.8,No,Express,No,No,32,PayPal,Every 3 Months
2017,51,Male,Backpack,Clothing,29,Georgia,M,Coral,Spring,4.9,No,Free Shipping,No,No,42,Cash,Monthly
2018,52,Male,Blouse,Outerwear,44,North Dakota,M,Teal,Winter,2.6,Yes,Next Day Air,Yes,Yes,11,Venmo,Quarterly
2019,66,Female,Boots,Clothing,63,South Dakota,L,Purple,Summer,3.0,No,Free Shipping,No,No,4,Credit Card,Every 3 Months
2020,42,Male,Shirt,Clothing,77,Georgia,L,Olive,Winter,,No,Ground,No,No,29,Debit Card,Quarterly
2021,41,Female,Belt,Clothing,44,Hawaii,XL,Navy,Winter,4.1,No,Express,Yes,Yes,34,Debit Card,Bi-Weekly
2022,29,Male,Wallet,Clothing,95,Indiana,S,Olive,Winter,3.0,Yes,Ground,Yes,Yes,9,Cash,Every 3 Months
2023,35,Male,Loafers,Clothing,59,Arizona,S,Yellow,Fall,4.8,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
2024,32,Male,Jeans,Outerwear,95,North Carolina,XL,Burgundy,Summer,4.1,No,Express,No,No,8,Apple Pay,Annually
2025,61,Male,Shorts,Clothing,89,Connecticut,XL,Beige,Winter,4.7,No,Next Day Air,Yes,Yes,36,Credit Card,Weekly
2026,33,Male,Jacket,Clothing,29,Arkansas,M,Gray,Summer,3.3,Yes,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly
2027,44,Male,Blouse,Outerwear,85,Rhode Island,XL,Silver,Winter,4.6,No,2-Day Shipping,Yes,Yes,45,Debit Card,Annually
2028,25,Male,Tie,Clothing,44,West Virginia,S,Mint,Spring,3.4,Yes,Ground,Yes,Yes,6,Credit Card,Annually
2029,63,Female,Sandals,Accessories,90,Georgia,M,White,Spring,3.1,Yes,Ground,Yes,Yes,6,Venmo,Weekly
2030,42,Female,Sneakers,Accessories,30,Iowa,S,Maroon,Spring,4.8,No,Ground,Yes,Yes,27,Venmo,Annually
2031,34,Male,Wallet,Clothing,55,Kansas,L,Navy,Winter,2.7,No,Next Day Air,No,No,2,Venmo,Monthly
2032,46,Male,Dress,Clothing,68,Pennsylvania,S,Teal,Summer,4.9,No,Free Shipping,No,No,9,Debit Card,Weekly
2033,70,Male,Backpack,Clothing,67,Arkansas,M,Blue,Spring,3.6,Yes,Free Shipping,No,No,38,Apple Pay,Monthly
2034,25,Male,Coat,Outerwear,26,Arkansas,S,Turquoise,Fall,5.0,No,Express,No,No,5,PayPal,Quarterly
2035,32,Male,Belt,Footwear,96,Oklahoma,M,Black,Spring,3.8,No,Standard,No,No,34,Debit Card,Weekly
2036,44,Male,Sweater,Footwear,70,Nebraska,M,Teal,Spring,4.4,No,Free Shipping,No,No,14,Cash,Quarterly
2037,63,Male,Hat,Outerwear,36,Michigan,XL,Red,Fall,2.5,No,Free Shipping,Yes,Yes,10,Cash,Bi-Weekly
2038,67,Male,Scarf,Clothing,51,Michigan,S,Green,Spring,3.7,No,Ground,Yes,Yes,47,Apple Pay,Fortnightly
2039,69,Female,Scarf,Outerwear,45,Kentucky,XL,Green,Winter,4.3,No,Ground,No,No,49,Debit Card,Every 3 Months
2040,24,Female,Wallet,Outerwear,41,Vermont,XL,Beige,Winter,4.5,No,2-Day Shipping,No,No,7,Debit Card,Fortnightly
2041,20,Female,Loafers,Footwear,32,North Dakota,S,Turquoise,Spring,2.9,Yes,Free Shipping,No,No,20,Credit Card,Monthly
2042,46,Male,Blouse,Accessories,31,New York,M,Black,Summer,3.5,No,Express,Yes,Yes,11,Venmo,Quarterly
2043,61,Male,T-Shirt,Outerwear,90,Colorado,L,Pink,Summer,3.5,No,Ground,No,No,13,Apple Pay,Quarterly
2044,70,Male,Handbag,Clothing,20,North Carolina,S,Gold,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,17,Credit Card,Weekly
2045,41,Male,Shirt,Clothing,52,Delaware,XL,Peach,Fall,3.6,No,Free Shipping,No,No,37,Apple Pay,Fortnightly
2046,20,Male,Sneakers,Footwear,33,Wyoming,XL,Yellow,Winter,4.5,No,Express,No,No,44,Cash,Monthly
2047,37,Male,Handbag,Clothing,83,Oklahoma,M,Maroon,Winter,3.3,Yes,2-Day Shipping,No,No,36,Cash,Monthly
2048,63,Male,Scarf,Accessories,62,California,XL,Gold,Winter,3.6,Yes,Standard,No,No,33,PayPal,Weekly
2049,32,Male,Blouse,Clothing,77,California,L,Purple,Spring,4.9,No,Ground,Yes,Yes,10,Venmo,Weekly
2050,42,Male,Handbag,Footwear,60,Washington,XL,White,Winter,2.6,Yes,Express,Yes,Yes,34,Venmo,Bi-Weekly
2051,47,Male,Hat,Footwear,100,Georgia,M,Blue,Spring,4.0,No,Free Shipping,No,No,45,Apple Pay,Monthly
2052,31,Male,Gloves,Clothing,87,South Carolina,S,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,13,Cash,Weekly
2053,24,Male,Belt,Accessories,58,Connecticut,M,Navy,Summer,,Yes,Standard,No,No,25,Credit Card,Bi-Weekly
2054,34,Male,Skirt,Accessories,20,Idaho,XL,Coral,Fall,4.3,No,Express,No,No,44,Debit Card,Quarterly
2055,61,Male,Skirt,Footwear,60,New Jersey,M,Brown,Fall,4.3,No,Standard,Yes,Yes,33,Venmo,Monthly
2056,37,Female,Skirt,Clothing,64,Missouri,XL,Navy,Fall,2.6,No,Express,No,No,10,Debit Card,Annually
2057,53,Male,Watch,Clothing,98,Nevada,M,Gray,Winter,3.8,No,Free Shipping,No,No,24,Cash,Fortnightly
2058,26,Female,Sandals,Clothing,100,Texas,S,Teal,Summer,4.5,No,Express,No,No,5,PayPal,Fortnightly
2059,55,Male,Backpack,Clothing,32,Illinois,XL,Lavender,Summer,2.7,No,Free Shipping,No,No,10,Cash,Annually
2060,65,Male,Boots,Footwear,90,Washington,L,Orange,Spring,2.5,No,Express,No,No,39,Debit Card,Annually
2061,39,Male,Dress,Accessories,28,Wisconsin,L,Navy,Summer,4.5,No,2-Day Shipping,Yes,Yes,47,Cash,Every 3 Months
2062,70,Male,Handbag,Footwear,82,Michigan,L,Red,Spring,4.3,No,Express,No,No,27,Venmo,Quarterly
2063,70,Male,Sunglasses,Accessories,42,Louisiana,L,Lavender,Summer,3.5,No,Express,No,No,50,Apple Pay,Monthly
2064,19,Female,Blouse,Footwear,73,Nebraska,XL,White,Spring,4.9,No,Next Day Air,No,No,36,Apple Pay,Weekly
2065,41,Male,Blouse,Footwear,66,Delaware,XL,Turquoise,Winter,4.4,Yes,Next Day Air,No,No,33,Debit Card,Fortnightly
2066,25,Male,Sandals,Accessories,58,Colorado,S,Teal,Summer,4.9,No,Express,Yes,Yes,28,Debit Card,Annually
2067,28,Male,Coat,Footwear,45,Hawaii,M,Peach,Fall,4.8,No,Next Day Air,Yes,Yes,40,PayPal,Every 3 Months
2068,30,Female,Skirt,Accessories,20,New Hampshire,XL,Black,Spring,3.7,No,Free Shipping,Yes,Yes,43,Venmo,Monthly
2069,34,Male,Tie,Clothing,33,South Dakota,L,Brown,Summer,4.4,No,Next Day Air,No,No,3,Credit Card,Weekly
2070,25,Male,Shorts,Clothing,93,California,XL,Green,Summer,4.2,No,Express,Yes,Yes,31,PayPal,Every 3 Months
2071,38,Male,Handbag,Accessories,84,Connecticut,L,Beige,Spring,4.5,No,Ground,No,No,29,Venmo,Fortnightly
2072,35,Female,Sunglasses,Footwear,88,Michigan,S,Lavender,Summer,4.5,No,Standard,No,No,44,Apple Pay,Monthly
2073,47,Female,Watch,Accessories,86,Washington,M,Olive,Fall,2.9,No,Ground,Yes,Yes,45,Credit Card,Fortnightly
2074,35,Male,Sunglasses,Accessories,68,Arkansas,XL,Orange,Spring,3.1,No,Ground,No,No,50,Apple Pay,Quarterly
2075,63,Female,Blouse,Clothing,69,New York,M,Beige,Spring,3.2,No,Ground,No,No,44,Debit Card,Every 3 Months
2076,64,Female,Hat,Footwear,77,Maine,L,Green,Spring,4.5,No,Ground,Yes,Yes,42,Apple Pay,Fortnightly
2077,48,Male,Belt,Clothing,72,Vermont,L,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,PayPal,Quarterly
2078,55,Male,Dress,Footwear,76,North Carolina,M,Gray,Spring,3.7,Yes,Express,No,No,32,Debit Card,Quarterly
2079,49,Male,Jeans,Outerwear,37,Alabama,S,Turquoise,Fall,4.0,No,Express,Yes,Yes,28,Debit Card,Quarterly
2080,28,Female,Backpack,Clothing,35,Virginia,M,Pink,Spring,4.6,Yes,Standard,Yes,Yes,21,Debit Card,Weekly
2081,62,Male,Shorts,Footwear,21,South Dakota,M,Gold,Fall,3.3,No,2-Day Shipping,Yes,Yes,47,Venmo,Bi-Weekly
2082,42,Female,Tie,Outerwear,32,Utah,XL,Teal,Fall,2.6,No,Next Day Air,No,No,35,Credit Card,Weekly
2083,50,Male,Dress,Clothing,64,Wyoming,XL,Teal,Fall,3.7,No,2-Day Shipping,Yes,Yes,30,Venmo,Quarterly
2084,55,Female,Hat,Outerwear,99,South Dakota,L,White,Spring,4.8,No,Free Shipping,Yes,Yes,47,Debit Card,Monthly
2085,58,Male,Sunglasses,Footwear,91,Delaware,XL,Red,Fall,4.5,No,Ground,Yes,Yes,17,PayPal,Bi-Weekly
2086,25,Male,Sunglasses,Accessories,62,New York,S,Burgundy,Spring,3.4,No,Ground,Yes,Yes,29,Apple Pay,Bi-Weekly
2087,28,Female,Gloves,Clothing,91,New Jersey,S,Peach,Fall,2.7,Yes,Standard,No,No,48,Debit Card,Quarterly
2088,39,Female,Blouse,Clothing,73,Virginia,S,Peach,Spring,4.1,Yes,Standard,No,No,2,Credit Card,Every 3 Months
2089,68,Female,Heels,Footwear,93,Nevada,L,Navy,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Monthly
2090,41,Male,Sunglasses,Clothing,50,South Dakota,S,Navy,Summer,4.2,Yes,Free Shipping,No,No,4,Credit Card,Fortnightly
2091,58,Female,Backpack,Accessories,95,New York,S,Maroon,Fall,3.6,Yes,2-Day Shipping,No,No,49,Venmo,Weekly
2092,34,Male,Jacket,Clothing,28,Missouri,XL,Peach,Winter,2.8,No,Free Shipping,Yes,Yes,39,Apple Pay,Monthly
2093,29,Male,Handbag,Outerwear,92,North Dakota,L,Gray,Winter,4.8,No,Express,No,No,25,Credit Card,Bi-Weekly
2094,63,Male,Handbag,Footwear,67,North Carolina,M,Turquoise,Summer,3.2,No,Ground,No,No,5,Credit Card,Monthly
2095,49,Male,Heels,Clothing,37,Illinois,S,Black,Fall,3.1,No,Express,No,No,4,Venmo,Monthly
2096,32,Male,Coat,Clothing,30,Missouri,XL,Maroon,Fall,4.5,No,Standard,Yes,Yes,29,Venmo,Annually
2097,33,Female,Skirt,Footwear,81,Tennessee,M,Olive,Fall,5.0,Yes,Express,Yes,Yes,37,Venmo,Weekly
2098,39,Male,Jacket,Footwear,38,South Carolina,S,Charcoal,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,8,Cash,Annually
2099,45,Male,Loafers,Clothing,93,Rhode Island,M,Yellow,Summer,4.1,No,Free Shipping,No,No,20,Apple Pay,Fortnightly
2100,37,Male,Sneakers,Accessories,43,Utah,M,Orange,Fall,3.3,No,Standard,Yes,Yes,41,Credit Card,Monthly
2101,50,Male,Gloves,Clothing,32,Wisconsin,L,Red,Summer,2.6,Yes,Express,No,No,6,Cash,Weekly
2102,27,Male,Handbag,Clothing,65,Utah,L,Blue,Summer,3.0,No,Standard,No,No,36,Cash,Bi-Weekly
2103,57,Female,Backpack,Footwear,72,West Virginia,S,Olive,Spring,4.0,No,Standard,No,No,32,Debit Card,Weekly
2104,49,Female,Coat,Clothing,48,Georgia,S,Coral,Winter,2.9,Yes,Free Shipping,Yes,Yes,5,Cash,Weekly
2105,67,Female,Belt,Accessories,55,New Mexico,L,Black,Summer,4.7,Yes,2-Day Shipping,No,No,40,Cash,Monthly
2106,50,Female,Handbag,Clothing,90,Utah,S,Burgundy,Spring,3.0,No,Ground,Yes,Yes,20,Venmo,Bi-Weekly
2107,19,Male,Scarf,Clothing,36,Hawaii,S,Blue,Winter,3.8,Yes,2-Day Shipping,No,No,45,Venmo,Quarterly
2108,50,Male,Handbag,Clothing,67,Missouri,L,Teal,Fall,3.8,No,Next Day Air,No,No,4,PayPal,Every 3 Months
2109,50,Male,Sandals,Footwear,96,Virginia,M,Mint,Fall,4.0,No,2-Day Shipping,Yes,Yes,39,Apple Pay,Quarterly
2110,58,Male,Watch,Footwear,43,Vermont,S,Burgundy,Spring,3.3,No,Express,Yes,Yes,22,Credit Card,Quarterly
2111,30,Male,Shorts,Footwear,73,North Dakota,XL,Peach,Fall,4.7,No,Next Day Air,Yes,Yes,33,Apple Pay,Annually
2112,47,Male,Backpack,Clothing,20,Maryland,L,Mint,Spring,3.6,No,Next Day Air,No,No,31,Cash,Monthly
2113,50,Male,Boots,Clothing,98,Connecticut,S,Green,Spring,4.3,Yes,Next Day Air,Yes,Yes,41,Cash,Fortnightly
2114,30,Male,Dress,Outerwear,86,North Carolina,S,Pink,Fall,4.1,No,Next Day Air,Yes,Yes,29,Credit Card,Annually
2115,69,Male,Wallet,Clothing,25,Ohio,L,Teal,Winter,2.8,No,2-Day Shipping,No,No,5,Apple Pay,Weekly
2116,43,Male,Shorts,Accessories,97,New Hampshire,XL,Teal,Spring,4.1,No,Next Day Air,Yes,Yes,10,Venmo,Quarterly
2117,39,Male,Sandals,Clothing,74,Idaho,XL,Teal,Winter,3.9,No,Express,Yes,Yes,11,Venmo,Weekly
2118,56,Male,Skirt,Outerwear,57,California,L,Navy,Winter,4.7,Yes,Express,Yes,Yes,50,Credit Card,Annually
2119,19,Male,Jeans,Clothing,52,Idaho,XL,Lavender,Spring,4.7,No,Standard,No,No,37,Credit Card,Bi-Weekly
2120,55,Female,Jeans,Footwear,27,New Hampshire,S,White,Winter,2.9,No,Express,Yes,Yes,22,Venmo,Quarterly
2121,56,Male,Blouse,Clothing,98,Ohio,XL,Peach,Spring,2.7,No,Ground,Yes,Yes,24,Credit Card,Monthly
2122,43,Male,Backpack,Clothing,97,Maryland,S,Pink,Fall,3.2,Yes,Standard,No,No,21,Apple Pay,Quarterly
2123,63,Female,Belt,Clothing,39,Oregon,M,Beige,Fall,5.0,No,Express,Yes,Yes,36,Venmo,Quarterly
2124,67,Male,Sunglasses,Clothing,74,Alabama,XL,Red,Fall,2.6,No,Next Day Air,Yes,Yes,16,Credit Card,Bi-Weekly
2125,32,Male,Wallet,Clothing,67,Kansas,M,Lavender,Fall,4.2,Yes,Free Shipping,Yes,Yes,2,Venmo,Quarterly
